Area	Perimeter	Solidity	roundness	Compactness
72960	1063.457	0.982930739	0.810690009	0.796347816
72984	1094.517	0.982671568	0.765583391	0.757054746
73021	1081.342	0.98400442	0.784750312	0.805140283
73051	1093.992	0.982251146	0.767021852	0.81393858
73056	1041.289	0.984701648	0.846687587	0.855043001
73064	1093.025	0.980224852	0.768516361	0.79780833
73078	1012.867	0.989827845	0.895141462	0.806680022
73094	1052.343	0.98409963	0.829424691	0.826637878
73097	1028.668	0.987557081	0.868078415	0.810098422
73100	1079.089	0.98494954	0.788883205	0.802082226
73118	1060.231	0.988054377	0.817397247	0.743397755
73129	1103.919	0.980728482	0.7540933	0.820095011
73151	1038.185	0.984681447	0.852865667	0.854617349
73154	1072.009	0.976545501	0.799928332	0.829653728
73187	1095.733	0.981624797	0.766009801	0.817620886
73191	1073.038	0.984808934	0.798798684	0.792887342
73205	1084.621	0.984110127	0.781978102	0.820806241
73215	1134.894	0.979517299	0.714330725	0.813694702
73222	1061.6	0.986952419	0.816450072	0.757740881
73226	1051.986	0.985704286	0.8314866	0.835932196
73227	1070.181	0.986408212	0.803464391	0.768526987
73235	1091.178	0.986250269	0.772924987	0.759662743
73266	1044.036	0.987053229	0.844658968	0.80521097
73324	1108.382	0.977106154	0.750027322	0.82837505
73333	1127.766	0.981253512	0.724554939	0.762290078
73347	1082.968	0.983678451	0.785888568	0.840013667
73353	1059.701	0.982349239	0.820844809	0.800498899
73393	1088.136	0.977934416	0.778929491	0.785265445
73412	1058.56	0.985052197	0.82327696	0.886605065
73478	1011.417	0.990897199	0.902623617	0.813303477
73490	1079.891	0.981502504	0.791914451	0.816705418
73499	1071.953	0.985096031	0.803784831	0.809301541
73501	1247.283	0.97191405	0.59370828	0.863415125
73519	1073.069	0.979300148	0.802332081	0.844739785
73569	1080.363	0.983963728	0.792073188	0.816169624
73608	1062.467	0.98654372	0.819415136	0.78178166
73609	1071.166	0.981610391	0.806171096	0.777153426
73611	1116.098	0.981192184	0.742587991	0.783062025
73623	1101.269	0.981888745	0.762845424	0.714494093
73658	1085.142	0.982565197	0.786061708	0.79008323
73664	1072.943	0.985352934	0.804103329	0.799357213
73674	1092.816	0.981691717	0.775229024	0.809871291
73724	1080.903	0.976166517	0.792949099	0.833459146
73806	1033.627	0.989064887	0.868108168	0.781000635
73849	1063.155	0.985744224	0.821034319	0.771671697
73871	1055.692	0.986406548	0.832931681	0.821164355
73887	1070.969	0.98552793	0.809513503	0.773706764
73909	1094.529	0.985243148	0.775269403	0.759074713
73913	1062.106	0.98679608	0.823369868	0.843522453
73927	1082.44	0.989334083	0.792876017	0.771393852
73944	1067.612	0.981483694	0.815240808	0.830735319
73949	1108.007	0.980794992	0.756932515	0.775095659
73978	1043.225	0.985296076	0.854193924	0.870915039
74049	1156.093	0.973534748	0.696215229	0.773611533
74077	1088.087	0.984176542	0.786259683	0.801328688
74151	1071.243	0.986732847	0.811990377	0.803459139
74155	1093.586	0.982458697	0.779191883	0.781754646
74172	1096.388	0.983296214	0.775391983	0.767254267
74185	1082.991	0.983416406	0.794833696	0.814360627
74216	1170.726	0.970219887	0.680451038	0.765498402
74216	1092.082	0.982342819	0.781982276	0.751690478
74237	1065.145	0.982373725	0.822266905	0.833098639
74367	1073.76	0.986012039	0.810542298	0.755622661
74407	1041.935	0.987223033	0.861276118	0.808737697
74439	1155.858	0.981863508	0.700166661	0.776161705
74450	1065.064	0.987636306	0.824751578	0.811519786
74486	1133.189	0.974807292	0.728919916	0.862897354
74553	1068.695	0.983030063	0.82029003	0.848090451
74557	1057.513	0.984978994	0.837773963	0.841567573
74557	1115.534	0.980136194	0.752891971	0.73796271
74685	1046.325	0.990661768	0.857255036	0.761481112
74709	1110.564	0.982353947	0.761194435	0.753562897
74724	1093.874	0.983042374	0.784757321	0.82582649
74734	1062.473	0.987160859	0.831940538	0.808788195
74754	1036.381	0.987438082	0.874591829	0.875640511
74794	1197.889	0.986559033	0.655003273	0.728165186
74862	1074.036	0.981964138	0.815518115	0.793086473
74864	1038.26	0.98739119	0.872711395	0.844681774
74880	1059.737	0.985379848	0.837875525	0.839748626
74894	1116.179	0.984178296	0.755421247	0.800721986
74923	1101.567	0.983280182	0.77589542	0.801126544
74925	1119.975	0.984210595	0.750619701	0.775407206
74933	1081.712	0.985467792	0.804747598	0.828033067
74945	1082.572	0.979429946	0.803598186	0.794728808
74991	1138.087	0.981416288	0.727558776	0.809440792
75019	1108.267	0.983971879	0.767524648	0.784366828
75051	1077.341	0.981944499	0.812568479	0.83507957
75058	1114.942	0.984586728	0.758756284	0.77288874
75067	1062.917	0.986322069	0.834949517	0.791769746
75124	1084.945	0.986151039	0.8019977	0.790094797
75139	1047.276	0.985429508	0.860900525	0.86238176
75149	1140.415	0.979050771	0.726118042	0.812567461
75180	1059.084	0.983941262	0.842270076	0.831351888
75192	1029.627	0.991324984	0.89129538	0.791220825
75218	1082.347	0.987592401	0.806860788	0.758606492
75230	1074.138	0.98760732	0.81937133	0.767231455
75253	1126.203	0.977794236	0.745590425	0.788557945
75270	1137.956	0.983240369	0.730433764	0.760123912
75275	1044.47	0.988899107	0.867099004	0.771307186
75279	1124.613	0.982062254	0.747958508	0.808045524
75332	1064.37	0.987416767	0.835610929	0.833421964
75338	1132.638	0.974101705	0.737975076	0.786005219
75351	1095.258	0.98775644	0.789343462	0.758410963
75370	1079.007	0.9806779	0.813504304	0.870080982
75409	1085.018	0.986731743	0.804931938	0.801412276
75443	1070.292	0.983419149	0.827607191	0.814019555
75515	1109.067	0.982462303	0.771485067	0.781253903
75526	1059.166	0.986893857	0.846015434	0.822428082
75542	1136.864	0.977535651	0.734482266	0.76231299
75562	1077.868	0.982243136	0.817301227	0.770051868
75586	1118.794	0.978320239	0.758841318	0.805692256
75607	1190.215	0.976002375	0.670688765	0.751919831
75626	1096.341	0.978508675	0.790659845	0.83615971
75636	1108.609	0.981571844	0.773359843	0.767965418
75647	1073.393	0.984845921	0.825057195	0.8151118
75661	1176.964	0.978202128	0.686365716	0.760589154
75677	1039.343	0.990394053	0.880351241	0.787432335
75679	1085.308	0.979194431	0.80738233	0.843486965
75703	1082.381	0.98666684	0.812012349	0.797657026
75710	1077.037	0.982340958	0.820166193	0.843887864
75720	1097.632	0.982955357	0.789781488	0.79599733
75731	1094.38	0.985836837	0.794597621	0.746815665
75754	1051.198	0.986804226	0.861482345	0.813694186
75780	1073.277	0.982166001	0.826686451	0.851104675
75799	1096.146	0.984031988	0.792750516	0.758253173
75854	1095.858	0.982513859	0.793742777	0.771223426
75871	1061.687	0.985632072	0.845848674	0.860832787
75881	1164.144	0.975497191	0.703605947	0.83551529
75899	1141.825	0.976909117	0.73155473	0.823997032
75956	1140.196	0.980140654	0.734197538	0.783604377
75959	1091.585	0.982601159	0.801076486	0.789516565
75990	1116.443	0.975368699	0.766113647	0.819566705
76049	1131.395	0.982101117	0.746577439	0.808945786
76074	1094.85	0.980436127	0.797511347	0.797134122
76075	1119.386	0.985082937	0.762942983	0.76687883
76077	1133.565	0.981930121	0.743995633	0.771173323
76098	1073.575	0.986300305	0.829694722	0.806772904
76132	1124.522	0.977479907	0.756556192	0.787547508
76163	1067.403	0.98591604	0.840034394	0.841610934
76202	1161.501	0.980720721	0.709801737	0.761761974
76217	1067.935	0.98739474	0.839792659	0.821819973
76246	1103.271	0.98371781	0.787159105	0.811203077
76305	1164.13	0.980406013	0.707554501	0.789699262
76307	1134.821	0.977793439	0.744593972	0.77193687
76328	1162.038	0.978263099	0.710318435	0.750439333
76334	1101.834	0.981964598	0.790124531	0.805312443
76385	1057.34	0.985295066	0.858595529	0.810364932
76455	1065.907	0.988582586	0.845623664	0.841625502
76480	1065.587	0.982768147	0.846408305	0.833787628
76500	1099.381	0.983960796	0.795380327	0.787615305
76502	1103.519	0.984632414	0.78944708	0.809312611
76522	1051.538	0.988273279	0.869653468	0.821069402
76545	1104.39	0.981044294	0.788645374	0.79400546
76545	1087.242	0.983868895	0.813718612	0.736609583
76546	1124.781	0.98438786	0.760320013	0.760809629
76547	1053.004	0.989810564	0.867517006	0.790590765
76559	1125.301	0.971302064	0.759746497	0.781625345
76586	1093.031	0.983372068	0.805553321	0.840297531
76673	1061.077	0.986097178	0.855772879	0.860599922
76697	1131.072	0.979652574	0.753368987	0.797369054
76729	1058.497	0.990077163	0.860577801	0.786085326
76753	1090.653	0.980342819	0.810834141	0.811722239
76759	1151.651	0.979331198	0.727272882	0.780495075
76759	1076.634	0.984645184	0.832152631	0.820684122
76760	1060.544	0.987355775	0.857605283	0.799056487
76781	1133.819	0.983602567	0.750544017	0.792974283
76790	1092.1	0.983881714	0.809076743	0.85035238
76793	1070.925	0.987589701	0.841421072	0.789607919
76814	1136.843	0.982879517	0.746877302	0.755736316
76848	1094.611	0.983390065	0.805977313	0.849323836
76864	1111.913	0.983292823	0.781252158	0.752891991
76904	1129.184	0.981331428	0.757930461	0.785586983
76921	1108.051	0.980747409	0.787290998	0.808381079
76993	1130.503	0.983860662	0.757037979	0.805005838
76997	1099.457	0.986622416	0.800437028	0.757465373
77026	1133.607	0.979824963	0.753220569	0.790105325
77055	1076.62	0.984351048	0.835383325	0.859208086
77063	1129.944	0.981806831	0.75847616	0.777801932
77067	1129.233	0.981395171	0.759471	0.785272844
77123	1075.07	0.985799013	0.838533259	0.799387565
77128	1124.1	0.983073315	0.767029449	0.793955164
77147	1158.937	0.97758376	0.721787323	0.790977772
77217	1118.397	0.981193692	0.775766107	0.794503768
77331	1106.588	0.980486877	0.793581578	0.809838072
77356	1098.053	0.979462635	0.80622686	0.792038076
77418	1116.981	0.977956874	0.77975872	0.860505074
77421	1096.711	0.983760912	0.808880269	0.812308145
77424	1109.772	0.985401739	0.789983358	0.790065
77455	1150.021	0.977424158	0.735949103	0.753959686
77456	1095.843	0.984944049	0.810528432	0.784823301
77492	1134.539	0.982590503	0.756532997	0.732325482
77511	1065.949	0.985192435	0.857235901	0.86971564
77523	1152.75	0.980497059	0.733111738	0.865351382
77524	1106.223	0.982497941	0.796087252	0.814083615
77531	1118.121	0.977803282	0.77930532	0.775243828
77546	1129.375	0.980440747	0.763999237	0.771035486
77583	1084.672	0.986120114	0.828666103	0.816643342
77636	1070.451	0.98757203	0.851411341	0.779139625
77685	1089.383	0.981441241	0.822594586	0.814008033
77724	1121.666	0.983574195	0.776314853	0.783033376
77785	1104.594	0.983201456	0.80112514	0.825263051
77921	1121.69	0.983242691	0.778249204	0.781136693
77927	1137.739	0.982141057	0.756506268	0.768346469
77947	1073.069	0.988247078	0.850656004	0.785510964
78027	1183.251	0.978849121	0.70032723	0.859573666
78096	1273.205	0.978217574	0.605399396	0.792771932
78136	1200.683	0.977726613	0.681089704	0.762830205
78152	1091.403	0.987303713	0.824479144	0.831372056
78161	1149.645	0.973459373	0.74314312	0.753437845
78179	1130.225	0.981580996	0.769077589	0.783362044
78217	1171.758	0.975809671	0.715871651	0.787910594
78310	1095.037	0.986123004	0.820671781	0.776440262
78375	1066.6	0.986394986	0.865733572	0.858529285
78414	1108.022	0.976367168	0.802613953	0.897030692
78417	1114.515	0.982619919	0.793319723	0.782733903
78467	1110.736	0.984900213	0.79923633	0.804216354
78471	1131.829	0.9770769	0.769763681	0.831763009
78474	1172.352	0.976372662	0.717496186	0.745851566
78476	1114.596	0.978393946	0.79380122	0.759509338
78477	1141.441	0.977285463	0.756911878	0.825605476
78502	1111.104	0.984758583	0.799063261	0.813915532
78536	1162.368	0.979593873	0.730451443	0.824284229
78563	1162.569	0.967238747	0.730449921	0.839575157
78569	1157.905	0.976060922	0.736402461	0.76952562
78630	1108.853	0.984129765	0.803618985	0.767955748
78657	1149.889	0.979344091	0.747541665	0.792578933
78661	1110.302	0.981226455	0.801838829	0.846943888
78739	1122.368	0.978294362	0.785469285	0.801916867
78753	1088.013	0.985928365	0.836004859	0.841070615
78761	1082.774	0.987400647	0.844200195	0.762909404
78791	1164.715	0.979950997	0.729872733	0.763927475
78823	1085.724	0.986582389	0.840279848	0.766197886
78848	1088.405	0.989074123	0.836410526	0.815260404
78863	1118.732	0.978789158	0.791828331	0.79260624
78876	1091.875	0.984534731	0.831397851	0.85707098
78894	1120.043	0.980939237	0.790286289	0.836380372
78962	1104.024	0.987555811	0.814087291	0.739991923
78989	1077.94	0.986622533	0.854254556	0.829971584
79019	1147.917	0.982627835	0.753564478	0.810903739
79035	1077.848	0.987184772	0.854897961	0.807548648
79038	1121.923	0.984774483	0.789077579	0.765644818
79044	1091.785	0.988643186	0.833306035	0.782430998
79102	1091.847	0.987380325	0.833822784	0.766147529
79140	1105.067	0.983325464	0.814382982	0.830821425
79165	1121.15	0.984627057	0.791435702	0.78622281
79180	1108.719	0.978074239	0.809435749	0.833926163
79223	1179.638	0.980106642	0.715424222	0.813416046
79278	1088.437	0.987444885	0.840922468	0.756371728
79328	1104.444	0.984535955	0.817238784	0.812287801
79332	1203.338	0.975877382	0.688466804	0.796118368
79395	1108.267	0.98335377	0.812295811	0.809348843
79420	1178.357	0.980530143	0.718763433	0.796806648
79453	1159.254	0.982526649	0.742955766	0.785480044
79456	1147.524	0.974394192	0.758251027	0.814457536
79500	1114.478	0.982767572	0.804329492	0.82830446
79508	1120.351	0.984887524	0.795998924	0.775134694
79519	1135.829	0.985341132	0.774559648	0.765025635
79544	1088.996	0.988124224	0.842878006	0.809409407
79569	1096.596	0.984679545	0.831496545	0.856384968
79613	1131.686	0.983726677	0.781163544	0.781920274
79639	1109.573	0.983112571	0.812875252	0.824688365
79669	1142.445	0.981459581	0.767058748	0.797763378
79701	1082.378	0.987547394	0.854900797	0.827524136
79755	1101.326	0.984350123	0.826296664	0.807249764
79790	1160.791	0.980209088	0.744132486	0.749680829
79814	1075.684	0.98681998	0.866801238	0.836830516
79821	1153.44	0.984375	0.753940394	0.797535206
79828	1120.981	0.981447558	0.798304559	0.905480367
79874	1093.895	0.974322692	0.838810819	0.832832095
79877	1106.017	0.984907708	0.820555583	0.876524048
79893	1115.52	0.981486486	0.80679625	0.776495484
79992	1119.069	0.984589631	0.802680456	0.792915819
80021	1134.74	0.978730431	0.780946189	0.861480799
80033	1100.196	0.984815485	0.830881018	0.806700749
80035	1129.156	0.980544699	0.788827278	0.828549495
80050	1078.541	0.990656519	0.864764558	0.792180369
80058	1124.684	0.986701505	0.795341359	0.789447908
80107	1128.926	0.980970108	0.789858655	0.811271422
80180	1079.668	0.986903648	0.864361584	0.863956663
80217	1194.35	0.979785519	0.706664138	0.801664532
80219	1123.513	0.982149197	0.798602939	0.810596354
80286	1211.485	0.984053832	0.687406449	0.776968646
80305	1140.603	0.981159969	0.775681496	0.844088979
80324	1099.039	0.986854068	0.835658786	0.790051558
80378	1110.875	0.986862784	0.818496211	0.775281633
80390	1137.745	0.984918097	0.780408555	0.748613665
80391	1097.037	0.987446722	0.83941117	0.806925267
80410	1233.037	0.970924195	0.664611281	0.791852258
80420	1161.915	0.979775828	0.748557586	0.773984878
80434	1189.016	0.975466	0.714947469	0.764391631
80451	1122.763	0.984073979	0.801982933	0.772253816
80479	1088.685	0.989414802	0.853272909	0.767718852
80590	1134.764	0.979829542	0.786465943	0.799515479
80609	1116.248	0.986984523	0.812965302	0.768978318
80621	1149.201	0.985827831	0.767124855	0.773495165
80641	1131.43	0.978213666	0.791608391	0.856909904
80677	1122.027	0.982703387	0.805291266	0.884632176
80724	1071.17	0.992548875	0.884088489	0.770102743
80759	1236.831	0.977439696	0.663407035	0.771097313
80784	1264.547	0.981067	0.634841437	0.813177791
80789	1130.935	0.984931423	0.793755609	0.835285802
80886	1136.801	0.982830897	0.786528256	0.819386169
80933	1114.025	0.984322931	0.819493718	0.85122995
80951	1107.182	0.984338331	0.829839396	0.81166544
81010	1102.058	0.985343307	0.838184438	0.804295101
81020	1107.628	0.987338378	0.829877999	0.841778951
81061	1141.82	0.986131556	0.781315661	0.76888588
81085	1135.253	0.981112214	0.790615034	0.780075176
81090	1113.605	0.982230459	0.821702901	0.814246684
81139	1149.98	0.981456841	0.771008099	0.731502643
81172	1125.616	0.985623391	0.805073618	0.795717969
81240	1136.169	0.980780375	0.790849615	0.822235514
81338	1134.946	0.981098848	0.793511009	0.868494615
81411	1150.387	0.983581008	0.77304544	0.810826439
81515	1194.963	0.976402947	0.717362186	0.774349569
81544	1086.127	0.987143791	0.868641662	0.868854513
81568	1133.606	0.985656456	0.797637211	0.820955636
81584	1103.915	0.986553159	0.84128586	0.844571613
81636	1137.112	0.982642818	0.793387028	0.811613592
81910	1132.599	0.984826624	0.802406508	0.784988216
81940	1222.335	0.972512343	0.689168357	0.814025832
81976	1180.158	0.977044647	0.739632997	0.791721519
81995	1186.252	0.982611509	0.73222292	0.789904646
81997	1141.172	0.979969644	0.791235224	0.792808456
82032	1144.548	0.982089838	0.786910142	0.769242438
82036	1144.187	0.979791706	0.787445168	0.778366123
82109	1153.754	0.981953646	0.775129361	0.827705965
82299	1145.17	0.981058077	0.788614027	0.768787341
82319	1166.127	0.983206927	0.760708464	0.827102685
82346	1149.477	0.982156914	0.783162349	0.834244167
82419	1136.792	0.984248489	0.801447701	0.833837323
82427	1206.126	0.975582909	0.712022961	0.753699747
82477	1259.908	0.970020935	0.652927638	0.777596217
82596	1180.392	0.981113249	0.744931544	0.742620716
82624	1160.196	0.982788357	0.771353319	0.774410959
82632	1104.57	0.987511503	0.851082462	0.842856235
82632	1101.047	0.984945468	0.856537561	0.841352099
82710	1143.233	0.984654579	0.7952403	0.792577562
82805	1130.202	0.98415698	0.814618526	0.822434406
82845	1137.84	0.985933093	0.804106869	0.803691346
82869	1142.012	0.98675891	0.798473721	0.772479261
82877	1162.581	0.984626534	0.770544002	0.829065381
82885	1156.62	0.984850285	0.778582092	0.786763135
82952	1154.249	0.98006829	0.782415979	0.803527898
82998	1186.993	0.981713664	0.740254704	0.828997543
83008	1139.263	0.987661372	0.803677534	0.785063382
83112	1139.537	0.985031111	0.804297531	0.827013649
83117	1110.906	0.98652851	0.846340451	0.857520303
83127	1093.874	0.990078609	0.873006288	0.793259875
83168	1154.625	0.981078658	0.783942498	0.813009091
83175	1111.879	0.984191407	0.845449395	0.813182671
83203	1124.194	0.982059181	0.827306285	0.884135514
83242	1136.826	0.984692912	0.80940219	0.811791493
83334	1157.753	0.985454803	0.781268406	0.787839394
83470	1156.057	0.985117607	0.78484118	0.781880554
83492	1168.303	0.978104755	0.768676749	0.767095564
83580	1218.142	0.979319234	0.707809514	0.813712659
83735	1191.134	0.978704256	0.74164427	0.80981267
83906	1206.297	0.979352203	0.724593421	0.730515413
83982	1174.925	0.981442094	0.764497003	0.793582799
84005	1170.688	0.980645086	0.770251702	0.792887841
84049	1146.398	0.983719569	0.803658561	0.827234014
84154	1169.542	0.984337899	0.773130813	0.785574538
84171	1135.22	0.983501396	0.82075263	0.803160288
84185	1175.084	0.98024033	0.76613756	0.80102481
84221	1205.045	0.975875694	0.728825783	0.824259443
84228	1129.158	0.983914491	0.830150666	0.825673476
84292	1151.256	0.98656367	0.799194358	0.766483831
84334	1123.665	0.985072186	0.839341809	0.883327612
84390	1131.241	0.986164022	0.828687097	0.827219174
84439	1151.132	0.981346753	0.800760591	0.819498218
84523	1141.272	0.985426649	0.815467097	0.759915604
84566	1213.89	0.981442581	0.721185498	0.777124855
84569	1198.651	0.974465633	0.739665828	0.784242784
84584	1126.361	0.985551827	0.837804857	0.832043352
84664	1143.2	0.982408912	0.814074621	0.827521456
84700	1159.78	0.984734866	0.7913016	0.787516001
84975	1178.198	0.984726455	0.769244633	0.767749312
85083	1129.571	0.981224989	0.837964443	0.876848191
85099	1161.055	0.987101414	0.793284072	0.768991912
85477	1117.431	0.989431647	0.86023618	0.795481289
85505	1160.758	0.982217729	0.797476702	0.763505281
85561	1167.001	0.98519235	0.789483867	0.804901282
85567	1156.399	0.983868	0.804082768	0.794421898
85601	1136.724	0.983885613	0.832489267	0.809635389
85695	1156.716	0.981176794	0.804844279	0.811984101
85728	1116.254	0.988150675	0.864582617	0.780776979
85816	1200.368	0.983012406	0.74842677	0.830822999
85886	1149.584	0.987047912	0.81667793	0.787741863
85890	1152.016	0.98511263	0.813271297	0.792012429
85895	1173.178	0.979742446	0.784241694	0.831796924
85914	1125.237	0.989496234	0.852679448	0.780989062
86044	1181.857	0.984823166	0.774106282	0.757351683
86088	1215.805	0.975578799	0.731854306	0.792130159
86131	1137.663	0.981773624	0.836261467	0.801701128
86145	1130.325	0.989194589	0.847292326	0.771817404
86190	1215.677	0.978142449	0.732875738	0.825734868
86246	1179.304	0.979589519	0.779286733	0.792139496
86498	1145.822	0.983781448	0.827907119	0.87293085
86530	1150.904	0.986512832	0.820915336	0.788564317
86593	1178.19	0.980668177	0.783902384	0.779796719
86769	1135.185	0.987065729	0.84613794	0.86681779
86838	1185.231	0.982875123	0.776807969	0.825758356
86940	1118.525	0.986642759	0.873249024	0.877059362
86975	1181.978	0.985563576	0.782321949	0.779892471
87072	1194.135	0.978403038	0.767328853	0.830387649
87137	1243.283	0.977847853	0.70839009	0.84699278
87149	1189.561	0.983578619	0.773924932	0.776540131
87240	1252.96	0.979762359	0.698314577	0.77150545
87516	1210.109	0.9753912	0.751014534	0.750308116
87552	1155.741	0.983752444	0.823673123	0.899090832
87691	1135.452	0.985059705	0.854726812	0.841509238
87745	1179.474	0.981981982	0.792602611	0.804719105
87837	1180.408	0.981046306	0.792178534	0.822393139
87968	1147.645	0.985039864	0.839304293	0.811434025
88103	1224.156	0.982952327	0.738800243	0.799448418
88387	1188.866	0.980759202	0.785836947	0.814209514
88389	1123.692	0.989233472	0.879657291	0.796301791
88455	1228.134	0.97909103	0.736954613	0.75930036
88631	1174.734	0.980637523	0.807079723	0.79167168
88647	1194.981	0.979124557	0.780102925	0.842036019
88811	1234.396	0.978364087	0.73243251	0.808627982
88907	1210.626	0.976345527	0.762299836	0.830247259
89235	1197.862	0.983154114	0.781504559	0.85186316
89239	1143.46	0.989817762	0.857674712	0.761589083
89248	1226.968	0.9782318	0.744975318	0.790805621
89356	1293.204	0.976610999	0.671428088	0.74353326
89692	1240.715	0.989028196	0.732182773	0.801771442
89817	1219.789	0.982272141	0.7585758	0.801940275
89968	1233.517	0.980128987	0.743032229	0.801108329
90015	1167.663	0.985590873	0.829640056	0.808496894
90176	1181.556	0.982405682	0.811693768	0.810047147
90231	1159.796	0.990809066	0.842951177	0.761251322
90260	1196.254	0.98480137	0.792607883	0.806230737
90264	1178.124	0.987063545	0.817226484	0.829019865
90481	1198.799	0.98067502	0.791178564	0.828323179
90494	1208.656	0.982871914	0.778438352	0.793693791
90508	1206.111	0.983664997	0.781847903	0.819156333
90599	1182.444	0.985189374	0.814276881	0.784466703
90605	1257.955	0.971802132	0.719501688	0.757491636
90639	1168.399	0.982536585	0.834339138	0.837126254
90997	1245.103	0.980930513	0.737609293	0.80063577
91010	1196.528	0.985564688	0.79882794	0.794486375
91233	1271.386	0.979115466	0.709262454	0.773176348
91571	1179.116	0.984359211	0.827665315	0.836651128
91582	1202.076	0.984371641	0.796445632	0.783033342
91671	1251.82	0.982824612	0.7351197	0.764921444
91678	1214.367	0.98139505	0.781223107	0.784342671
91870	1286.118	0.980145309	0.697946201	0.777929891
92041	1193.866	0.98243086	0.811484118	0.77642557
92169	1153.456	0.987052625	0.870547905	0.858758486
92981	1209.112	0.984165458	0.799228595	0.777268061
93084	1338.893	0.961840107	0.652518996	0.84825743
93262	1206.743	0.981829284	0.804794523	0.839323359
93336	1169.293	0.988393765	0.857851963	0.825648435
93368	1170.46	0.988167559	0.85643571	0.778338754
93548	1241.752	0.981914748	0.762385512	0.749987745
94187	1189.983	0.98725407	0.835832615	0.793657407
94287	1217.589	0.980654623	0.799208786	0.787168897
94651	1199.819	0.986317786	0.826235024	0.817320874
95349	1276.178	0.984583135	0.735704648	0.720352213
95737	1284.958	0.982149635	0.728637994	0.80889726
95824	1306.551	0.97775601	0.705393456	0.773732042
96192	1220.012	0.988196135	0.812120763	0.779625664
96319	1252.315	0.981764994	0.771782033	0.805084178
97054	1265.438	0.979739756	0.761625646	0.819756418
97060	1246.469	0.982090458	0.785031687	0.861779029
97746	1326.664	0.981710808	0.69788999	0.788077035
98277	1289.679	0.976597901	0.742503488	0.810666712
100846	1297.77	0.988540901	0.752442088	0.763566943
102015	1271.97	0.981848105	0.792355654	0.788984891
102379	1296.377	0.98336391	0.765522769	0.790512069
105542	1265.623	0.985342445	0.827992621	0.786420983
115967	1359.763	0.978649249	0.788166274	0.85494088
114004	1279.356	0.988776909	0.875280258	0.844094027
117034	1265.926	0.991653886	0.917709597	0.906315042
126503	1326.959	0.986608953	0.902808585	0.843540956
128118	1360.135	0.991057753	0.870273946	0.801323883
129409	1348.888	0.990213333	0.893763394	0.838040607
129807	1356.314	0.989774911	0.886722008	0.824221968
130070	1362.228	0.986424996	0.88082047	0.836135618
131249	1374.898	0.98809013	0.872498937	0.784406072
131488	1368.233	0.989338249	0.882624263	0.842088861
132254	1358.189	0.990273524	0.900944965	0.824390129
132399	1335.884	0.992243356	0.93230298	0.84332253
132851	1369.46	0.987989529	0.89017622	0.803319079
132889	1373.51	0.989309511	0.885187446	0.823259465
133760	1369.738	0.989707808	0.895903257	0.857507084
134012	1385.807	0.98901845	0.876895924	0.79780047
134251	1391.532	0.991448131	0.871246402	0.789569049
135222	1371.667	0.992877702	0.9031499	0.838076565
135403	1381.938	0.983904722	0.890965798	0.793515586
135898	1385.644	0.988076023	0.889446024	0.816517923
137075	1432.713	0.982496757	0.839169548	0.792880224
137115	1427.056	0.986651795	0.846082671	0.804753869
137358	1364.645	0.9946775	0.926881995	0.82324744
137518	1417.944	0.988250343	0.859510632	0.805035938
137748	1389.634	0.991927644	0.896384428	0.838638486
137890	1410.302	0.990539269	0.871201054	0.802407376
138059	1459.686	0.963594486	0.814246128	0.775441188
138114	1368.731	0.990128395	0.926427334	0.866926408
138244	1395.699	0.992782713	0.891810581	0.8215392
138265	1396.139	0.989451764	0.891383938	0.818196832
138659	1415.439	0.991653913	0.869712301	0.824149152
138777	1403.006	0.990245747	0.885948143	0.836333876
138976	1404.377	0.986260929	0.885487134	0.825766826
139523	1410.901	0.990283338	0.880770149	0.840069515
139639	1379.183	0.993581944	0.922513655	0.889981856
139686	1402.293	0.990034871	0.892658229	0.829058495
139841	1430.241	0.987075781	0.859064827	0.804037789
140313	1432.029	0.988356367	0.85981328	0.816875459
140867	1414.336	0.987348604	0.884940228	0.846491184
140964	1425.6	0.991496276	0.871611006	0.787107475
141385	1429.427	0.985055389	0.869539345	0.806775672
141519	1442.904	0.98425405	0.854180672	0.811478766
141850	1432.847	0.987263363	0.868239554	0.809606037
141953	1402.05	0.987815231	0.907459885	0.810969484
142154	1378.113	0.993569761	0.940587688	0.847939904
142238	1425.362	0.989385382	0.879782154	0.824025775
142399	1430.275	0.990374384	0.874737426	0.811689328
142592	1408.745	0.987992378	0.90290124	0.819759997
143603	1405.207	0.98764099	0.913887564	0.828648509
144058	1463.258	0.988499595	0.845484073	0.79770156
144079	1462.012	0.984045351	0.847049275	0.801174069
144083	1416.894	0.992027045	0.901878189	0.842738209
144404	1444.937	0.989129467	0.869143053	0.814890271
144458	1440.778	0.989370591	0.874494989	0.816925978
144704	1442.997	0.991605507	0.873292125	0.787427507
145163	1449.277	0.988754478	0.868486354	0.802286907
145285	1440.991	0.990293711	0.879241351	0.819298061
145339	1465.758	0.986981855	0.850095046	0.791844039
145886	1438.541	0.990118228	0.885888353	0.798968158
146007	1466.009	0.988885728	0.853709804	0.81342449
146015	1454.654	0.989737611	0.867137416	0.798243482
146153	1476.383	0.979138055	0.842596259	0.819810716
146154	1460.105	0.986220951	0.861494271	0.798352394
146328	1476.39	0.98026448	0.843597164	0.795964833
